CUST_CODE,CUST_TYPE,CUST_NAME,SH_NAME,GROUP_CODE,ADDR1,ADDR2,ADDR3,CITY,STATE_CODE,PIN,COUNT_CODE,STAN_CODE,TELE1,TELE2,TELE3,TELE_EXT,FAX,MODEM,CUST_CODE__BIL,BUSINESS,CREDIT_PRD,CREDIT_LMT,CHQ_NAME,CURR_CODE,PRICE_LIST,TAX_CLASS,ACCT_CODE__AR,CCTR_CODE__AR,TAX_CHAP,CR_TERM,TRAN_CODE,SALES_PERS,CEO,CEO_PFX,CONT_PERS,CONT_PFX,CONT_DEPT,CONT_PERS_TELE1,CONT_PERS_TELE2,CONT_PERS_FAX,CONT_PERS_ALT,CONT_PFX_ALT,CONT_DEPT_ALT,TELE_EXT_ALT,CONT_PERS_ALT_TELE1,CONT_PERS_ALT_TELE2,CONT_PERS_ALT_FAX,TAX_REG_1,TAX_REG_2,TAX_REG_3,WORK_ADDR1,WORK_ADDR2,WORK_ADDR3,WORK_CITY,WORK_PIN,WORK_TELE1,WORK_TELE2,WORK_FAX,EMAIL_ADDR,EDI_ADDR,CHANNEL_PARTNER,SITE_CODE,DIS_LINK,FIN_LINK,BLACK_LISTED,BLACK_LISTED_DATE,CONTACT_CODE,DRUG_LIC_NO,BANK_CODE,BANK_NAME,TRANS_MODE,RCP_MODE,IGNORE_CREDIT,CHG_DATE,CHG_USER,CHG_TERM,PENDING_ORDER,SITE_CODE__RCP,DRUG_LIC_NO_1,DRUG_LIC_NO_2,CST_NO,LST_NO,ECC_NO,ADD_DATE,ADD_USER,ADD_TERM,IGNORE_DAYS,ROUND,ROUND_TO,BANK_ADDR1,BANK_ADDR2,SALES_PERS__1,SALES_PERS__2,EXCISE_REF,CONSUME_FC,PRICE_LIST__DISC,DISC_PERC,LOCATED_AT,STOP_BUSINESS,MARKET_REG,SALES_OPTION,DLV_TERM,HOLD_SHIPMENT,REPL_FACTOR,REPL_OPT,COMM_PERC__BASE,ACCT_CODE__ADV,CCTR_CODE__ADV,LOCALITY_CODE,SPLIT_FACTOR,BANK_ACCT,SITE_CODE__PLUS,SITE_CODE__PBUS,LOC_GROUP,BUSINESS_START_DT,TAX_REG_ST,CUSTOMER_REF,CUST_ANAL,PART_QTY,SER_TAX_REG,ORDER_TYPE,MEMBER_CODE,PRICE_LIST__CLG,REPL_DLV_SCH,TERR_CODE,FRT_TERM,DRUG_LICNO_UPTO,DRUG_LICNO1_UPTO,DRUG_LICNO2_UPTO,AGREEMENT_NO,AGREEMENT_DATE,MIN_INV_AMT,CURR_CODE__FRT,CURR_CODE__INS,COMM_TABLE__1,COMM_TABLE__2,COMM_TABLE__3,EXCISE_REF1,EXCISE_REF2,EXCISE_REF3,REAS_CODE__BKLIST,ADHOC_REPL,ADHOC_REPL_PERC,UDF_NUM1,ADDL_LIC_NO,ADDL_LIC_UPTO,FULL_NAME,CUST_CATEGORY,FMT_CODE__SHIPPER,FMT_CODE__INNER,FMT_CODE__PALLET,UNIFORM_CODE,CR_TERM__NP,LOSS_PERC,TERM_TABLE__NO,LST_NO_DATE,CST_NO_DATE,ECC_NO_DATE,TAX_REG_1_DATE,TAX_REG_2_DATE,TAX_REG_3_DATE,TAX_REG_ST_DATE,SER_TAX_REG_DATE,UDF_STR1,CUST_COMM__GRP,AUTO_DEBIT__NOTE,SHIPMENT_LEAD__TIME,RATE_ROUND,RATE_ROUND_TO,MASTER_PACK,PD_GROUP,CANCEL_BO,CUST_CODE__PD,CUST_CODE__DISC,MIN_SHELF_LIFE,SINGLE_LOT,SGROUP_CODE,OLD_CUST_REF,CUST_CODE__AR,OLD_CORP_PARENT,STORE_NUMBER,AUTO_DEBIT_NOTE,CUST_TRAN_TYPE,ITA_REG_NO,ENG_NAME,BRACKET_GRP,CUST_DIS,ASN_REQD,RETURN_ALLOWED,WAVE_TYPE,SITE_CODE__PAY,SHIP_CONS_GRP,PROS_CUST_CODE,PAN_NO,TAN_NO,EDI_REQD,REGISTR_1,REGISTR_2,REGISTR_3,REGISTR_4,REGISTR_5,AVAILABLE_YN,EMP_CODE__ORD,EMP_CODE__ORD1,EDI_STAT,TNT_OPTION,AUTO_STK_ALLOC,EMAIL_NOTIFY,SMS_NOTIFY,COMM_TABLE,DISC_LIST,CUST_LANGUAGE,CONT_PERS_ALT1,CONT_PERS_ALT2,CONT_PERS_ALT3,CONT_PFX_ALT1,CONT_PFX_ALT2,CONT_PFX_ALT3,CUST_PRIORITY,POB_TAX_REG,MOBILE_NO_TAX_REG,EMAIL_ID_TAX_REG,DLV_GEO_POS,TAX_REG_4,TAX_REG_4_DATE,CUST_CODE__DLV,EINV_REQD,AUTO_ADJ_METHOD,ACQ_CHANNEL,ACQ_CHANNEL_NAME,CUST_STATUS,STATUS_DATE,TAX_ENV
MP0001    ,S,AGARAWAL PHARMA,AGARAWAL PHARMA,MP0001    ,"L.G-1,B,1C,","DAWA BAZAR,13-14,",RNT MARG,INDORE,MP   ,452002,IND  ,MP150,0731-2703385,9826814385,,,,,MP0001    ,,21,9999999,AGARAWAL PHARMA,INR  ,OTPTS,REG  ,21300001,0,,CD021,MA00000002,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,23ASIPA4452E1ZA,,,,,,,,,,mohit13agrawal@gmail.com,,,S0011,N,N,N,,9999999999,,,YES BANK,R,Q,1,3-28-2019 3:45 PM,ADMIN3    ,SYSTEM,N,S0011,27/DB/2010,28/DB/2010,,23919005772,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,09-12-2016,,,,2,,LOC,,ALMRP,,86,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,BCHEM,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,ASIPA4452E,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
MP0002    ,S,AROMA MEDICO TRADERS,AROMA MEDICO TRADERS,MP0002    ,"SHOP.7, MEDICINE COMPLEX,",NAPIER TOWN,,JABALPUR,MP   ,482001,IND  ,MP164,7614066304,9165518080,,,,,MP0002    ,,7,9999999,AROMA MEDICO TRADERS,INR  ,OTPTS,REG  ,21300001,0,,CD007,BY00000002,DUMMY     ,,Mr.,DUMMY,Mr.,,,,,,Mr.,,,,,,,23AAIFA2705J1ZT,,,,,,,,,,aromacsa@gmail.com,,,S0011,N,N,N,,9999999999,,,HDFC BANK,R,Q,1,3-28-2019 3:45 PM,ADMIN3    ,SYSTEM,N,S0011,55/98/2000,56/98/2000,,23605902134,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,03-04-2016,,,,2,,LOC,,ALMRP,,126,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,BCHEM,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,AAIFA2705J,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
MP0003    ,S,AYUSH MEDICAL AGENCY,AYUSH MEDICAL AGENCY,MP0003    ,"46, A LG DAWA BAZAR",13-14,R.N.T.MARG,INDORE,MP   ,452013,IND  ,MP150,7313928739,9425306412,,,,,MP0003    ,,21,9999999,AYUSH MEDICAL AGENCY,INR  ,OTPTS,REG  ,21300001,0,,CD021,MA00000002,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,23ADWPW3825G1Z2,,,,,,,,,,,,,S0011,N,N,N,,9999999999,,,BANK OF BARODA,R,Q,1,3-28-2019 3:45 PM,ADMIN3    ,SYSTEM,N,S0011,20B/261/67/2017,20B/262/67/2017,,23050905142,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,03-04-2016,,,,2,,LOC,,ALMRP,,86,,09-04-2022,09-04-2022,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,BCHEM,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,ADWPW3825G,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
MP0004    ,S,DISHA PHARMA,DISHA PHARMA,MP0004    ,"G-8,F-35,VARDHMAN CITY PLAZA,",DAWA BAZAR,HAMIDIA ROAD,BHOPAL,MP   ,,IND  ,MP035,0755-4225757,9425003084,,,,,MP0004    ,,21,9999999,DISHA PHARMA,INR  ,OTPTS,REG  ,21300001,0,,CD021,DT00000043,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,23AAKFD2470P1Z6,,,,,,,,,,,,,S0011,N,N,N,,9999999999,,,,R,Q,1,3-28-2019 3:45 PM,ADMIN3    ,SYSTEM,N,S0011,20B/45/26/2007,21B/46/26/2007,,23953766072,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,11-28-2016,,,,2,,LOC,,ALMRP,,54,,6-30-2019,6-30-2019,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,BCHEM,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,AAKFD2470P,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
MP0005    ,S,GEE VEE MEDICO,GEE VEE MEDICO,MP0005    ,GOUR MURTI,SAGAR,MADYA PRADESH,SAGAR,MP   ,,IND  ,MP285,7582260487,9425450954,,,,,MP0005    ,,21,9999999,GEE VEE MEDICO,INR  ,OTPTS,REG  ,21300001,0,,CD021,DT00000043,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,23AFEPJ9526R1ZW,,,,,,,,,,vinod.jain88@yahoo.com,,,S0011,N,N,N,,9999999999,,,,R,Q,1,3-28-2019 3:45 PM,ADMIN3    ,SYSTEM,N,S0011,20B-51/5/84,21B-52/5/84,,23277501506,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,03-04-2016,,,,2,,LOC,,ALMRP,,157,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,BCHEM,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,AFEPJ9526R,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
MP0006    ,S,GROWMORE PHARMA,GROWMORE PHARMA,MP0006    ,"SHOP NO: D-37, DAWA BAZAR,","MADHAR CLUB ROAD,","VISHWAVIDHAYALAY MARG,",UJJAIN,MP   ,,IND  ,MP377,0734-2561763,9425092764,,,,,MP0006    ,,21,9999999,GROWMORE PHARMA,INR  ,OTPTS,REG  ,21300001,0,,CD021,DT00000043,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,23AANFG0233G1ZU,,,,,,,,,,growmorep@yahoo.com,,,S0011,N,N,N,,9999999999,,,,R,Q,1,3-28-2019 3:45 PM,ADMIN3    ,SYSTEM,N,S0011,301/20B/UJN/93,302/21B/UJN/93,,23962702585,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,09-12-2016,,,,2,,LOC,,ALMRP,,50,,09-02-2018,09-02-2018,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,BCHEM,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,AANFG0233G,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
CM0069    ,C,DR. V.UDHAYAKUMAR MBBS,DR. V.UDHAYAKUMAR,CM0069    ,"NO,26.KASISAHIB KOLLAI ST,",,GANDHI KALLAKURICHI,KALLAKURICHI,TN   ,606202,IND  ,TN792,,9994126105,,,,,CM0069    ,,40,9999999,"DR. V.UDHAYAKUMAR,MBBS",INR  ,TNPTR,REG  ,21300001,0,,CD040,DT00000043,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,UNREGISTER,,,,,,,,,,,,,PR002,N,N,N,,9999999999,,,,R,Q,1,12-02-2019 17:55,ADMIN3    ,SYSTEM,N,PR002,REG.NO;36183,,,,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,5-31-2017,,,,2,,LOC,,ALMRP,,291,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,MSMER,,,,,,,,,TNPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
CM0070    ,C,DRUG INSPECTOR,DRUGS INSPECTOR,CM0070    ,VALASARAVAKKAM RANGE,,,CHENNAI,TN   ,600082,IND  ,TN005,,,,,,,CM0070    ,,30,9999999,DRUGS INSPECTOR,INR  ,TNPTS,REG  ,21300001,0,,CD030,HA00000001,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,UNREGISTER,,,,,,,,,,,,,PR002,N,N,N,,9999999999,,,,R,Q,1,6-13-2019 1:35 PM,ADMIN3    ,SYSTEM,N,PR002,,,,,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,5-23-2017,,,,2,,LOC,,ALMRP,,168,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,MSMER,,,,,,,,,TNPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
CM0071    ,C,G.R. HOSPITAL,G.R. HOSPITAL,CM0071    ,"30.RAM GARDEN,SOWRIPALYAM ROAD",CIOMBATORE,,COIMBATORE,TN   ,641001,IND  ,TN018,,,,,,,CM0071    ,,30,9999999,G.R. HOSPITAL,INR  ,TNPTR,REG  ,21300001,0,,CD030,PR00000001,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,UNREGISTER,,,,,,,,,,,,,PR002,N,N,N,,9999999999,,,AXIS BANK,R,Q,1,6-13-2019 1:35 PM,ADMIN3    ,SYSTEM,N,PR002,,REG.NO.41718,,,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,2-29-2016,,,,2,,LOC,,ALMRP,,300,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,MSMER,,,,,,,,,TNPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
CM0072    ,C,JANAOUSHADI MEDICALS,JANAOUSHADI MEDICALS,CM0072    ,OPPOSITE TO TALUK HOSPITAL,THURAVOOR,CHERTHALA,ALLEPPEY,KL   ,688584,IND  ,KL001,,,,,,,CM0072    ,,21,9999999,JANAOUSHADI MEDICALS,INR  ,TNPTS,REG  ,21300001,0,,CD021,PR00000001,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,32AXAPN7432J1ZJ,,,,,,,,,,,,,PR002,N,N,N,,9999999999,,,,R,Q,1,6-13-2019 1:35 PM,ADMIN3    ,SYSTEM,N,PR002,KL-ALP-113239-20B,KL-ALP-113240-21B,,,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,1-23-2018,,,,2,,LOC,,ALMRP,,192,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,MSMER,,,,,,,,,TNPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,AXAPN7432J,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
CM0073    ,C,MALABAR HOSPITAL,MALABAR HOSPITAL,CM0073    ,"RAJIV GANDHI ROAD,","KARUVAMBRUM POST,","MALAPPURAM DIST,",MANJERI,KL   ,676123,IND  ,KL114,,,,,,,CM0073    ,,30,9999999,MALABAR HOSPITAL,INR  ,TNPTS,REG  ,21300001,0,,CD030,DT00000043,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,32AADCM5525G1ZS,,,,,,,,,,,,,PR002,N,N,N,,9999999999,,,,R,Q,1,6-13-2019 1:35 PM,ADMIN3    ,SYSTEM,N,PR002,,,,,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,3-14-2018,,,,2,,LOC,,ALMRP,,47,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,MSMER,,,,,,,,,TNPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,AADCM5525G,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
CM0074    ,C,MASS ACTION NETWORK INDIA TRUST,MASS ACTION NETWORK,CM0074    ,"NO;14,FIRST FLOOR,(W),SIVAN KOIL ST","VADAPALANI,CHENNAI.",,CHENNAI,TN   ,600026,IND  ,TN005,,,,,,,CM0074    ,,30,9999999,MASS ACTION NETWORK INDIA TRUST,INR  ,TNPTS,REG  ,21300001,0,,CD030,PR00000001,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,UNREGISTER,,,,,,,,,,,,,PR002,N,N,N,,9999999999,,,UNION BANK OF INDIA,R,Q,1,6-13-2019 1:35 PM,ADMIN3    ,SYSTEM,N,PR002,Reg No: 74055,,,,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,07-09-2016,,,,2,,LOC,,ALMRP,,168,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,MSMER,,,,,,,,,TNPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
CM0075    ,C,NAVEEN HOSPITAL,NAVEEN HOSPITAL,CM0075    ,"DR.K.RADHAKRISHNAN,MBBS","RAJA NAGAR,TRICHY ROAD,CBE-28",,COIMBATORE,TN   ,641028,IND  ,TN018,,,,,,,CM0075    ,,30,9999999,NAVEEN HOSPITAL,INR  ,TNPTR,REG  ,21300001,0,,CD030,PR00000001,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,UNREGISTER,,,,,,,,,,,,,PR002,N,N,N,,9999999999,,,,R,Q,1,6-13-2019 1:36 PM,ADMIN3    ,SYSTEM,N,PR002,REG NO.C20,,,,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,11-12-2016,,,,2,,LOC,,ALMRP,,300,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,MSMER,,,,,,,,,TNPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
CM0076    ,C,NEURO FOUNDATION,NEURO FOUNDATION,CM0076    ,"DR C. BHASKAR,M.D (PSYCH)","NEURO FOUNDATION,",THREE ROADS,SALEM,TN   ,636009,IND  ,TN483,0427-2777100,9443384918,,,,,CM0076    ,,30,9999999,NEURO FOUNDATION,INR  ,TNPTR,REG  ,21300001,0,,CD030,DT00000043,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,UNREGISTER,,,,,,,,,,,,,PR002,N,N,N,,9999999999,,,,R,Q,1,6-13-2019 1:36 PM,ADMIN3    ,SYSTEM,N,PR002,REG NO : 54141,,,,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,3-17-2018,,,,2,,LOC,,ALMRP,,203,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,MSMER,,,,,,,,,TNPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
CM0077    ,C,QUALITY CARE HOSPITAL PVT. LTD,QUALITY CARE HOSP,CM0077    ,"SARVODAYA MAIN ROAD,",ELLIS NAGAR,,MADURAI,TN   ,625011,IND  ,TN364,4522600828,,,,,,CM0077    ,,30,9999999,QUALITY CARE HOSPITAL PVT. LTD,INR  ,TNPTR,REG  ,21300001,0,,CD030,PR00000001,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,33AAACQ0347F1ZX,,,,,,,,,,,,,PR002,N,N,N,,9999999999,,,,R,Q,1,6-13-2019 1:36 PM,ADMIN3    ,SYSTEM,N,PR002,,,,,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,03-07-2018,,,,2,,LOC,,ALMRP,,210,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,MSMER,,,,,,,,,TNPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,AAACQ0347F,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
CM0078    ,C,S.V RAGHUNATHAN M.D (GEN) D.C.H,"S.V RAGHUNATHAN,M.D",CM0078    ,"32,OLD TOLL GATE STREET,",KULITHALI,,KARUR,TN   ,639104,IND  ,TN343,04323-222120,,,,,,CM0078    ,,30,9999999,"S.V RAGHUNATHAN,M.D (GEN),D.C.H",INR  ,TNPTR,REG  ,21300001,0,,CD030,DT00000043,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,UNREGISTER,,,,,,,,,,,,,PR002,N,N,N,,9999999999,,,,R,Q,1,12-02-2019 17:56,ADMIN3    ,SYSTEM,N,PR002,REG NO: 30153,,,,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,01-09-2018,,,,2,,LOC,,ALMRP,,166,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,MSMER,,,,,,,,,TNPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
CM0079    ,C,SANKAR MEDICALS,SANKAR MEDICALS,CM0079    ,MADURAI BYPASS ROAD,VANNARAPETTAI.,,TIRUNELVELI,TN   ,,IND  ,TN691,,,,,,,CM0079    ,,30,9999999,SANKAR MEDICALS,INR  ,TNPTR,REG  ,21300001,0,,CD030,DT00000043,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,UNREGISTER,,,,,,,,,,,,,PR002,N,N,N,,9999999999,,,,R,Q,1,6-13-2019 1:36 PM,ADMIN3    ,SYSTEM,N,PR002,2029/20/21,,,,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,3-20-2016,,,,2,,LOC,,ALMRP,,208,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,MSMER,,,,,,,,,TNPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
CG0004    ,C,DR. SHAIL VERMA,DR. SHAIL VERMA,CG0004    ,QT NO.117-A,STREET NO.28,"SMRITI NAGAR, BHILAI C.G.",BHILAI,CG   ,,IND  ,CG005,7882290599,,,,,,CG0004    ,,21,9999999,DR. SHAIL VERMA,INR  ,OTPTS,REG  ,21300001,0,,CD021,RA00000003,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,22ABXPV6322L1ZZ,,,,,,,,,,,,,S0012,N,N,N,,9999999999,,,BANK OF MAHARASHTRA,R,Q,1,6-13-2019 1:36 PM,ADMIN3    ,SYSTEM,N,S0012,CG4565,,,,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,03-04-2016,,,,2,,LOC,,ALMRP,,28,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,RAMA ,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,ABXPV6322L,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
CG0005    ,S,PRAKASH MEDICAL STORES,PRAKASH MEDICAL,CG0005    ,"30, NEW MEDICAL COMPLEX,","G.E.ROAD,",,RAIPUR,CG   ,,IND  ,CG080,2539165,9754090000,,,,,CG0005    ,,7,9999999,PRAKASH MEDICAL STORES,INR  ,OTPTS,REG  ,21300001,0,,CD007,DT00000043,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,22AAJFP7759A1ZA,,,,,,,,,,,,,S0012,N,N,N,,9999999999,,,HDFC BANK,R,Q,1,3-28-2019 3:38 PM,ADMIN3    ,SYSTEM,N,S0012,58/95,58/95,,22041101783,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,03-04-2016,,,,2,,LOC,,ALMRP,,111,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,RAMA ,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,AAJFP7759A,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
CG0006    ,S,RAMA MEDI SALES,RAMA MEDI SALES,CG0006    ,SHOP.NO.1,"CHATTISGARH DAWABAZAR,","EKATMA PARSAR, BJP COMPLEX,",RAIPUR,CG   ,,IND  ,CG080,7114033376,9329106995,,,,,CG0006    ,,7,9999999,RAMA MEDI SALES,INR  ,OTPTS,REG  ,21300001,0,,CD007,DT00000043,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,22AJNPS2802C1ZL,,,,,,,,,,,,,S0012,N,N,N,,9999999999,,,KARNATAKA BANK,R,Q,1,3-28-2019 3:39 PM,ADMIN3    ,SYSTEM,N,S0012,29/96,29/96,22021400842,22021400842,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,03-04-2016,,,,2,,LOC,,ALMRP,,111,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,RAMA ,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,AJNPS2802C,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
CG0007    ,C,RAMA MEDICAL STORES,RAMA MEDICAL STORES,CG0007    ,OPP.RAJKUMAR COLLEGE,G.E.ROAD,RAIPUR C.G,RAIPUR,CG   ,,IND  ,CG080,7714064121,9425213287,,,,,CG0007    ,,7,9999999,RAMA MEDICAL STORES,INR  ,OTPTS,REG  ,21300001,0,,CD007,DT00000043,DUMMY     ,,Mr.,,Mr.,,,,,,Mr.,,,,,,,22AJKPS0863N1ZS,,,,,,,,,,,,,S0012,N,N,N,,9999999999,,,CENTRAL BANK OF INDIA,R,Q,1,6-13-2019 1:36 PM,ADMIN3    ,SYSTEM,N,S0012,357,359,22241500149,22241500149,,9-17-2018,MESMERSCM ,SYSTEM         ,,R,1,,,,,,,,0,L,,,A,NA   ,,,,,21300001,0,,,,,,,03-04-2016,,,,2,,LOC,,ALMRP,,111,,,,,,,,INR  ,INR  ,,,,,,,,,0,,,,,,,,,,,,RAMA ,,,,,,,,,OTPTR,,,,N,,,,0,,,,,,,,,,,,,,,,,,,,,,AJKPS0863N,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,
